Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,ID
"Hyundai i20 2015-2017 Asta Option 1.2",2016,650000,29000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4814
"Hyundai i20 2015-2017 Asta Option 1.4 CRDi",2016,725000,120000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4815
"Hyundai i20 2015-2017 Asta Option 1.4 CRDi",2016,875000,40000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4816
"Hyundai i20 2015-2017 Asta Option 1.4 CRDi",2016,780000,35000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4817
"Hyundai i20 2015-2017 Magna 1.2",2016,520000,29000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4818
"Hyundai i20 2015-2017 Magna 1.2",2016,550000,40000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4819
"Hyundai i20 2015-2017 Magna 1.2",2016,520000,29000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4820
"Hyundai i20 2015-2017 Magna 1.4 CRDi",2016,650000,10000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4821
"Hyundai i20 2015-2017 Sportz 1.2",2016,500000,40000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4822
"Hyundai i20 Active 1.2 S",2016,600000,25000,Petrol,Individual,Manual,"First Owner","17.19 kmpl","1197 CC","81.86 bhp","114.73Nm@ 4000rpm",5,4823
"Hyundai i20 Active 1.2 SX Dual Tone",2016,600000,25000,Petrol,Individual,Manual,"First Owner","17.19 kmpl","1197 CC","81.86 bhp","114.73Nm@ 4000rpm",5,4824
"Hyundai i20 Active 1.2 SX with AVN",2016,530000,120000,Petrol,Individual,Manual,"Second Owner","17.19 kmpl","1197 CC","81.86 bhp","114.73Nm@ 4000rpm",5,4825
"Hyundai i20 Active 1.4",2016,580000,152000,Diesel,Individual,Manual,"First Owner","21.19 kmpl","1396 CC","88.73 bhp","219.66nm@ 1500-2750rpm",5,4826
"Hyundai i20 Active 1.4 SX",2016,660000,110000,Diesel,Individual,Manual,"First Owner","21.19 kmpl","1396 CC","88.73 bhp","220Nm@ 1500-2750rpm",5,4827
"Hyundai i20 Active 1.4 SX",2016,720000,80000,Diesel,Individual,Manual,"First Owner","21.19 kmpl","1396 CC","88.73 bhp","220Nm@ 1500-2750rpm",5,4828
"Hyundai i20 Active 1.4 SX",2016,700000,111000,Diesel,Individual,Manual,"Second Owner","21.19 kmpl","1396 CC","88.73 bhp","220Nm@ 1500-2750rpm",5,4829
"Hyundai i20 Active 1.4 SX",2016,720000,80000,Diesel,Individual,Manual,"First Owner","21.19 kmpl","1396 CC","88.73 bhp","220Nm@ 1500-2750rpm",5,4830
"Hyundai i20 Active 1.4 SX Dual Tone",2016,800000,80000,Diesel,Individual,Manual,"First Owner","21.19 kmpl","1396 CC","88.73 bhp","219.66nm@ 1500-2750rpm",5,4831
"Hyundai i20 Active 1.4 SX with AVN",2016,540000,80000,Diesel,Individual,Manual,"Third Owner","21.19 kmpl","1396 CC","88.73 bhp","219.66nm@ 1500-2750rpm",5,4832
"Hyundai i20 Active 1.4 SX with AVN",2016,750000,40000,Diesel,Individual,Manual,"First Owner","21.19 kmpl","1396 CC","88.73 bhp","219.66nm@ 1500-2750rpm",5,4833
"Hyundai i20 Active SX Diesel",2016,651000,42323,Diesel,Dealer,Manual,"First Owner","21.19 kmpl","1396 CC","88.76 bhp","219.66nm@ 1500-2750rpm",5,4834
"Hyundai i20 Active SX Diesel",2016,651000,42323,Diesel,Dealer,Manual,"First Owner","21.19 kmpl","1396 CC","88.76 bhp","219.66nm@ 1500-2750rpm",5,4835
"Hyundai i20 Active SX Diesel",2016,651000,42323,Diesel,Dealer,Manual,"First Owner","21.19 kmpl","1396 CC","88.76 bhp","219.66nm@ 1500-2750rpm",5,4836
"Hyundai i20 Asta 1.4 CRDi",2016,700000,100000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4837
"Hyundai i20 Asta Option 1.2",2016,650000,35000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4838
"Hyundai i20 Asta Option 1.2",2016,540000,38000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4839
"Hyundai i20 Asta Option 1.2",2016,576000,35000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4840
"Hyundai i20 Asta Option 1.2",2016,540000,38000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4841
"Hyundai i20 Asta Option 1.4 CRDi",2016,735000,25000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4842
"Hyundai i20 Asta Option 1.4 CRDi",2016,575000,53000,Diesel,Dealer,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4843
"Hyundai i20 Asta Option 1.4 CRDi",2016,616000,112000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4844
"Hyundai i20 Asta Option 1.4 CRDi",2016,735000,25000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4845
"Hyundai i20 Asta Option 1.4 CRDi",2016,700000,40000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4846
"Hyundai i20 Asta Option 1.4 CRDi",2016,700000,40000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4847
"Hyundai i20 Asta Option 1.4 CRDi",2016,575000,53000,Diesel,Dealer,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4848
"Hyundai i20 Era 1.4 CRDi",2016,570000,56239,Diesel,Dealer,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4849
"Hyundai i20 Magna 1.2",2016,550000,57882,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4850
"Hyundai i20 Magna 1.2",2016,470000,70000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4851
"Hyundai i20 Magna 1.2",2016,590000,16500,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4852
"Hyundai i20 Magna 1.2",2016,600000,10000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4853
"Hyundai i20 Magna 1.2",2016,550000,14000,Petrol,Individual,Manual,"Second Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4854
"Hyundai i20 Magna 1.4 CRDi",2016,550000,90000,Diesel,Individual,Manual,"Second Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4855
"Hyundai i20 Sportz 1.2",2016,590000,40000,Petrol,Individual,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5,4856
"Hyundai i20 Sportz 1.4 CRDi",2016,650000,30000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4857
"Hyundai i20 Sportz 1.4 CRDi",2016,511000,80000,Diesel,Individual,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4858
"Hyundai i20 Sportz Option 1.4 CRDi",2016,595000,60000,Diesel,Individual,Manual,"Second Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5,4859
"Hyundai Tucson 2.0 e-VGT 2WD AT GLS",2016,1950000,45000,Diesel,Dealer,Automatic,"Second Owner","16.38 kmpl","1995 CC","183 bhp","400Nm@ 175-2750rpm",5,4860
"Hyundai Verna 1.4 CRDi",2016,710000,40000,Diesel,Individual,Manual,"First Owner","24.8 kmpl","1396 CC","88.7 bhp","219.7Nm@ 1750-2750rpm",5,4861
"Hyundai Verna 1.4 CRDi",2016,710000,40000,Diesel,Individual,Manual,"First Owner","24.8 kmpl","1396 CC","88.7 bhp","219.7Nm@ 1750-2750rpm",5,4862
"Hyundai Verna 1.4 VTVT",2016,650000,40000,Petrol,Individual,Manual,"First Owner","17.43 kmpl","1396 CC","105.5 bhp","135.3Nm@ 5000rpm",5,4863
"Hyundai Verna 1.6 CRDI AT SX Option",2016,850000,120000,Diesel,Individual,Automatic,"First Owner","19.08 kmpl","1582 CC","126.2 bhp","259.9Nm@ 1900-2750rpm",5,4864
"Hyundai Verna 1.6 CRDi S",2016,800000,80000,Diesel,Individual,Manual,"First Owner","23.9 kmpl","1582 CC","126.2 bhp","259.9Nm@ 1900-2750rpm",5,4865
"Hyundai Verna 1.6 CRDi S Option",2016,850000,120000,Diesel,Individual,Manual,"First Owner","23.9 kmpl","1582 CC","126.32 bhp","259.8Nm@ 1900-2750rpm",5,4866
"Hyundai Verna 1.6 CRDi SX",2016,803999,60000,Diesel,Individual,Manual,"First Owner","23.9 kmpl","1582 CC","126.2 bhp","259.9Nm@ 1900-2750rpm",5,4867
"Hyundai Verna 1.6 VTVT AT SX",2016,800000,80000,Petrol,Individual,Automatic,"Second Owner","17.01 kmpl","1591 CC","121.3 bhp","154.9Nm@ 4200rpm",5,4868
"Hyundai Verna 1.6 VTVT S",2016,850000,25000,Petrol,Individual,Manual,"First Owner","17.01 kmpl","1591 CC","121.3 bhp","154.9Nm@ 4200rpm",5,4869
"Hyundai Verna 1.6 VTVT S Option",2016,760000,20000,Petrol,Individual,Manual,"First Owner","17.01 kmpl","1591 CC","121.4 bhp","154.9Nm@ 4200rpm",5,4870
"Hyundai Verna 1.6 VTVT SX",2016,749000,25000,Petrol,Individual,Manual,"First Owner","17.01 kmpl","1591 CC","121.3 bhp","154.9Nm@ 4200rpm",5,4871
"Hyundai Xcent 1.1 CRDi S",2016,509999,120000,Diesel,Individual,Manual,"First Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5,4872
"Hyundai Xcent 1.1 CRDi S",2016,350000,120000,Diesel,Individual,Manual,"Second Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5,4873
"Hyundai Xcent 1.1 CRDi S",2016,380000,80000,Diesel,Individual,Manual,"Second Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5,4874
"Hyundai Xcent 1.1 CRDi SX",2016,590000,34000,Diesel,Individual,Manual,"Second Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5,4875
"Hyundai Xcent 1.1 CRDi SX",2016,550000,35000,Diesel,Individual,Manual,"First Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5,4876
"Hyundai Xcent 1.1 CRDi SX",2016,550000,35000,Diesel,Individual,Manual,"First Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5,4877
"Hyundai Xcent 1.1 CRDi SX",2016,400000,110000,Diesel,Individual,Manual,"First Owner","24.4 kmpl","1120 CC","71 bhp","180.4Nm@ 1750-2500rpm",5,4878
"Hyundai Xcent 1.2 Kappa AT SX Option",2016,525000,60000,Petrol,Individual,Automatic,"First Owner","16.9 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5,4879
"Hyundai Xcent 1.2 Kappa Base",2016,350000,80000,Petrol,Individual,Manual,"Second Owner","19.1 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5,4880
"Hyundai Xcent 1.2 Kappa S",2016,386000,44000,Petrol,Individual,Manual,"Second Owner","19.1 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5,4881
"Hyundai Xcent 1.2 Kappa SX Option AT",2016,565000,72000,Petrol,Dealer,Automatic,"First Owner","19.1 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5,4882
"Isuzu MU 7 AT Premium",2016,1160000,121000,Diesel,Dealer,Automatic,"First Owner","12.08 kmpl","2999 CC","161 bhp","333Nm@ 1600-3200rpm",7,4883
"Jaguar XF 3.0 Litre S Premium Luxury",2016,3500000,35000,Diesel,Individual,Automatic,"First Owner","14.74 kmpl","2993 CC","270.9 bhp","600Nm@ 2000rpm",5,4884
"Mahindra Bolero 2011-2019 DI - AC BS III",2016,600000,70000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","63 bhp","180Nm@ 1440-1500rpm",9,4885
"Mahindra Bolero 2011-2019 DI - AC BS III",2016,560000,72000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","63 bhp","180Nm@ 1440-1500rpm",9,4886
"Mahindra Bolero 2011-2019 DI - AC BS III",2016,550000,150000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","63 bhp","180Nm@ 1440-1500rpm",9,4887
"Mahindra Bolero 2011-2019 DI - AC BS III",2016,550000,70000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","63 bhp","180Nm@ 1440-1500rpm",9,4888
"Mahindra Bolero 2011-2019 DI - AC BS III",2016,600000,120000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","63 bhp","180Nm@ 1440-1500rpm",9,4889
"Mahindra Bolero 2011-2019 DI - AC BS III",2016,600000,60000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","63 bhp","180Nm@ 1440-1500rpm",9,4890
"Mahindra Bolero 2011-2019 DI NON AC BS III White",2016,550000,80000,Diesel,Individual,Manual,"Second Owner","15.96 kmpl","2523 CC","63 bhp","180Nm@ 1440-1500rpm",9,4891
"Mahindra Bolero 2011-2019 Plus AC",2016,550000,120000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1440-2200rpm",9,4892
"Mahindra Bolero 2011-2019 Plus AC",2016,550000,120000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1440-2200rpm",9,4893
"Mahindra Bolero 2011-2019 SLE BSIII",2016,550000,120000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1400-2200rpm",7,4894
"Mahindra Bolero 2011-2019 SLX",2016,570000,136511,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1400-2200rpm",7,4895
"Mahindra Bolero 2011-2019 SLX",2016,625000,90000,Diesel,Individual,Manual,"Second Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1400-2200rpm",7,4896
"Mahindra Bolero 2011-2019 SLX 2WD BSIII",2016,700000,91182,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1400-2200rpm",7,4897
"Mahindra Bolero 2011-2019 ZLX",2016,631000,92385,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1400-2200rpm",7,4898
"Mahindra Bolero 2011-2019 ZLX BSIII",2016,720000,35000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1400-2200rpm",7,4899
"Mahindra Bolero 2011-2019 ZLX BSIII",2016,720000,35000,Diesel,Individual,Manual,"First Owner","15.96 kmpl","2523 CC","62.1 bhp","195Nm@ 1400-2200rpm",7,4900
"Mahindra Bolero Power Plus ZLX",2016,700000,103000,Diesel,Individual,Manual,"First Owner","16.5 kmpl","1493 CC","70 bhp","195Nm@ 1400-2200rpm",7,4901
"Mahindra KUV 100 D75 K6 Plus 5Str",2016,390000,62000,Diesel,Dealer,Manual,"First Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",5,4902
"Mahindra KUV 100 mFALCON D75 K2 Plus",2016,360000,100000,Diesel,Individual,Manual,"Second Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4903
"Mahindra KUV 100 mFALCON D75 K2 Plus",2016,400000,35000,Diesel,Individual,Manual,"First Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4904
"Mahindra KUV 100 mFALCON D75 K6",2016,400000,130000,Diesel,Individual,Manual,"First Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4905
"Mahindra KUV 100 mFALCON D75 K6 Plus",2016,375000,80000,Diesel,Individual,Manual,"First Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4906
"Mahindra KUV 100 mFALCON D75 K6 Plus",2016,425000,70000,Diesel,Individual,Manual,"Second Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4907
"Mahindra KUV 100 mFALCON D75 K8",2016,357000,120000,Diesel,Individual,Manual,"First Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4908
"Mahindra KUV 100 mFALCON D75 K8",2016,450000,55000,Diesel,Individual,Manual,"Second Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4909
"Mahindra KUV 100 mFALCON D75 K8",2016,350000,49600,Diesel,Individual,Manual,"Second Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4910
"Mahindra KUV 100 mFALCON D75 K8",2016,400000,50000,Diesel,Individual,Manual,"First Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4911
"Mahindra KUV 100 mFALCON D75 K8",2016,280000,100000,Diesel,Individual,Manual,"First Owner","25.32 kmpl","1198 CC","77 bhp","190Nm@ 1750-2250rpm",6,4912
"Mahindra KUV 100 mFALCON G80 K2",2016,300000,40000,Petrol,Individual,Manual,"First Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",6,4913
"Mahindra KUV 100 mFALCON G80 K2",2016,327000,20000,Petrol,Individual,Manual,"First Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",6,4914
"Mahindra KUV 100 mFALCON G80 K4 Plus 5str",2016,350000,100000,Petrol,Individual,Manual,"Second Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",5,4915
"Mahindra KUV 100 mFALCON G80 K6 AW",2016,400000,14000,Petrol,Individual,Manual,"Second Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",6,4916
"Mahindra KUV 100 mFALCON G80 K8",2016,450000,15000,Petrol,Individual,Manual,"Second Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",6,4917
"Mahindra KUV 100 mFALCON G80 K8",2016,426000,110000,Petrol,Individual,Manual,"First Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",6,4918
"Mahindra KUV 100 mFALCON G80 K8 5str",2016,400000,40000,Petrol,Individual,Manual,"First Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",5,4919
"Mahindra KUV 100 mFALCON G80 K8 5str",2016,400000,100000,Petrol,Individual,Manual,"First Owner","18.15 kmpl","1198 CC","82 bhp","115Nm@ 3500-3600rpm",5,4920
"Mahindra NuvoSport N8",2016,600000,100000,Diesel,Individual,Manual,"First Owner","17.45 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4921
"Mahindra NuvoSport N8",2016,650000,130000,Diesel,Individual,Manual,"First Owner","17.45 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4922
"Mahindra NuvoSport N8 AMT",2016,650000,50000,Diesel,Individual,Automatic,"First Owner","17.45 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4923
"Mahindra Quanto C4",2016,403000,30000,Diesel,Individual,Manual,"Second Owner","17.21 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4924
"Mahindra Scorpio 1.99 S10",2016,1100000,100000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4925
"Mahindra Scorpio 1.99 S10 4WD",2016,1000000,112000,Diesel,Dealer,Manual,"Second Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4926
"Mahindra Scorpio 1.99 S10 4WD",2016,950000,60000,Diesel,Individual,Manual,"Third Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4927
"Mahindra Scorpio 1.99 S4",2016,745000,67000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4928
"Mahindra Scorpio 1.99 S4",2016,750000,70000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4929
"Mahindra Scorpio 1.99 S4",2016,741000,70000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4930
"Mahindra Scorpio 1.99 S6 Plus",2016,1050000,58000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4931
"Mahindra Scorpio 1.99 S8",2016,950000,50000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","1997 CC","120 bhp","280Nm@ 1800-2800rpm",7,4932
"Mahindra Scorpio Getaway",2016,750000,120000,Diesel,Individual,Manual,"First Owner","11.0 kmpl","2179 CC","120 bhp","280Nm@ 1800-2800rpm",5,4933
"Mahindra Scorpio Intelli Hybrid S10",2016,1250000,30000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","2179 CC","120 bhp","280Nm@ 1800-2800rpm",7,4934
"Mahindra Scorpio S10 7 Seater",2016,1100000,60000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","2179 CC","120 bhp","280Nm@ 1800-2800rpm",7,4935
"Mahindra Scorpio S2 7 Seater",2016,670000,73000,Diesel,Individual,Manual,"First Owner","15.4 kmpl","2523 CC","75 bhp","200Nm@ 1400-2200rpm",7,4936
"Mahindra Scorpio S4 Plus",2016,800000,79500,Diesel,Individual,Manual,"First Owner","15.4 kmpl","2179 CC","120 bhp","280Nm@ 1800-2800rpm",7,4937
"Mahindra Thar CRDe",2016,630000,101000,Diesel,Individual,Manual,"First Owner","16.55 kmpl","2498 CC","105 bhp","247Nm@ 1800-2000rpm",6,4938
"Mahindra Thar DI 4X4 PS",2016,710000,60000,Diesel,Individual,Manual,"First Owner","18.06 kmpl","2523 CC","63 bhp","182.5Nm@ 1500-1800rpm",7,4939
"Mahindra TUV 300 mHAWK100 T8",2016,530000,60000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4940
"Mahindra TUV 300 mHAWK100 T8",2016,625000,50000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4941
"Mahindra TUV 300 mHAWK100 T8 AMT",2016,750000,110000,Diesel,Individual,Automatic,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4942
"Mahindra TUV 300 T4",2016,600000,60000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4943
"Mahindra TUV 300 T6",2016,700000,50000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4944
"Mahindra TUV 300 T6 Plus",2016,700000,120000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4945
"Mahindra TUV 300 T6 Plus",2016,750000,35000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4946
"Mahindra TUV 300 T8",2016,750000,71000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4947
"Mahindra TUV 300 T8",2016,730000,65100,Diesel,Individual,Manual,"Second Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4948
"Mahindra TUV 300 T8",2016,625000,120000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4949
"Mahindra TUV 300 T8",2016,625000,120000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4950
"Mahindra TUV 300 T8",2016,650000,100000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4951
"Mahindra TUV 300 T8",2016,770000,50000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4952
"Mahindra TUV 300 T8",2016,509999,110000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4953
"Mahindra TUV 300 T8",2016,509999,110000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4954
"Mahindra TUV 300 T8",2016,730000,65100,Diesel,Individual,Manual,"Second Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4955
"Mahindra TUV 300 T8",2016,700000,30000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4956
"Mahindra TUV 300 T8",2016,600000,139000,Diesel,Individual,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7,4957
"Mahindra TUV 300 T8 AMT",2016,600000,90000,Diesel,Individual,Automatic,"Second Owner","18.49 kmpl","1493 CC","100 bhp","230Nm@ 1500-2250rpm",7,4958
"Mahindra Verito Vibe 1.5 dCi D6",2016,750000,100000,Diesel,Individual,Manual,"First Owner","20.8 kmpl","1461 CC","64.1 bhp","160Nm@ 2000rpm",5,4959
"Mahindra XUV500 AT W10 AWD",2016,1290000,50000,Diesel,Individual,Automatic,"First Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7,4960
"Mahindra XUV500 AT W10 AWD",2016,1300000,40000,Diesel,Individual,Automatic,"First Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7,4961
"Mahindra XUV500 AT W10 AWD",2016,1300000,91567,Diesel,Individual,Automatic,"Third Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7,4962
